wkt_geom,상가업소번,상호명,지점명,상권업종대,상권업종_1,상권업종중,상권업종_2,상권업종소,상권업종_3,표준산업분,표준산업_1,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
Point (192944.31929955672239885 449922.26836554834153503),24513531,신바람노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,402,17,서울특별시 마포구 서교동 402-17,1.14404E+11,서울특별시 마포구 어울마당로5길,3,,1.14E+23,,서울특별시 마포구 어울마당로5길 3,121895,4048,,1,,126.9201556,37.54879062
Point (192917.07837886636843905 450132.98688210605178028),17175350,L.A.D,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,112,서울특별시 마포구 서교동 395-112,1.14404E+11,서울특별시 마포구 잔다리로3안길,23,,1.14E+23,,서울특별시 마포구 잔다리로3안길 23,121840,4043,,,,126.9198453,37.55068898
Point (193131.15825189478346147 450032.26078588154632598),17026605,춘삼,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,410,5,서울특별시 마포구 서교동 410-5,1.14404E+11,서울특별시 마포구 와우산로15길,16,,1.14E+23,신한빌딩,서울특별시 마포구 와우산로15길 16,121895,4049,,,,126.9222689,37.54978306
Point (192735.83574035053607076 450249.06270790309645236),23192718,세븐일레븐,,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,138,서울특별시 마포구 서교동 395-138,1.14404E+11,서울특별시 마포구 양화로12길,8,5,1.14E+23,세르보빌딩,서울특별시 마포구 양화로12길 8-5,121840,4043,,,,126.9177931,37.55173341
Point (192666.14226233933004551 449938.31064498086925596),17059723,합정공감,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,396,33,서울특별시 마포구 서교동 396-33,1.14404E+11,서울특별시 마포구 양화로6길,49,,1.14E+23,,서울특별시 마포구 양화로6길 49,121840,4047,,,,126.9170075,37.54893299
Point (192565.5129702111298684 449903.2390643903054297),16609120,서울베이퍼즈,,D,소매,D03,종합소매점,D03B04,시장/종합상가,G47129,기타 음·식료품 위주 종합 소매업,11,서울특별시,11440,마포구,1144068000,합정동,1144012200,합정동,1.14E+18,1,대지,413,8,서울특별시 마포구 합정동 413-8,1.14403E+11,서울특별시 마포구 독막로,21,,1.14E+23,,서울특별시 마포구 독막로 21,121883,4046,,,,126.9158691,37.54861619
Point (192897.99721467116614804 450046.78096232895040885),17041359,버건디,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,22,서울특별시 마포구 서교동 395-22,1.14404E+11,서울특별시 마포구 독막로7길,47,,1.14E+23,,서울특별시 마포구 독막로7길 47,121840,4043,,,,126.9196302,37.54991212
Point (192856.9841542798676528 449859.33729390520602465),16974219,리버웨이,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144068000,합정동,1144012200,합정동,1.14E+18,1,대지,410,17,서울특별시 마포구 합정동 410-17,1.14404E+11,서울특별시 마포구 양화로6길,92,,1.14E+23,,서울특별시 마포구 양화로6길 92,121883,4048,,,,126.9191679,37.54822294
Point (192926.55662641645176336 449994.08276279747951776),16174145,나눔,아이엔씨,F,생활서비스,F02,세탁/가사서비스,F02A05,청소/소독,,,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,404,22,서울특별시 마포구 서교동 404-22,1.14404E+11,서울특별시 마포구 독막로9길,23,,1.14E+23,,서울특별시 마포구 독막로9길 23,121895,4048,,3,,126.9199539,37.54943753
Point (193092.05781439601560123 449853.83772004902129993),16585198,칠칠켄터키,,Q,음식,Q06,양식,Q06A07,기타전문서양음식점,I56114,서양식 음식점업,11,서울특별시,11440,마포구,1144065500,서강동,1144011500,상수동,1.14E+18,1,대지,310,25,서울특별시 마포구 상수동 310-25,1.14404E+11,서울특별시 마포구 독막로15길,5,,1.14E+23,,서울특별시 마포구 독막로15길 5,121829,4049,,,,126.9218281,37.54817518
Point (193184.34958924271631986 450014.82514531508786604),16416786,이케바나우정임플라워,,D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,11,서울특별시,11440,마포구,1144065500,서강동,1144011500,상수동,1.14E+18,1,대지,86,55,서울특별시 마포구 상수동 86-55,1.14403E+11,서울특별시 마포구 와우산로,57,,1.14E+23,,서울특별시 마포구 와우산로 57,121828,4049,,1,,126.922871,37.54962636
Point (193033.07764820210286416 449945.21349321200978011),16584875,비스트로사랑방,,Q,음식,Q06,양식,Q06A07,기타전문서양음식점,I56114,서양식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,408,25,서울특별시 마포구 서교동 408-25,1.14404E+11,서울특별시 마포구 와우산로15길,40,,1.14E+23,,서울특별시 마포구 와우산로15길 40,121895,4049,,,,126.9211598,37.54899803
Point (192812.61762423839536496 449893.86731708538718522),16998353,프린지그룹,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,400,11,서울특별시 마포구 서교동 400-11,1.14404E+11,서울특별시 마포구 양화로6길,79,,1.14E+23,,서울특별시 마포구 양화로6길 79,121895,4047,,,,126.9186655,37.54853371
Point (192647.1182650608534459 449940.10770928184501827),17169653,푸리프,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,396,32,서울특별시 마포구 서교동 396-32,1.14404E+11,서울특별시 마포구 양화로6길,45,,1.14E+23,,서울특별시 마포구 양화로6길 45,121840,4047,,,,126.9167922,37.54894903
Point (193183.58602925881859846 450085.8204061298747547),20006279,클럽에반스,,Q,음식,Q09,유흥주점,Q09A08,빠/카페/스탠드빠,I56211,일반유흥 주점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,407,3,서울특별시 마포구 서교동 407-3,1.14403E+11,서울특별시 마포구 와우산로,63,,1.14E+23,,서울특별시 마포구 와우산로 63,121895,4049,,2,,126.9228617,37.55026602
Point (192906.4518739836930763 449909.86550918407738209),25862896,카페벨로주,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,402,6,서울특별시 마포구 서교동 402-6,1.14404E+11,서울특별시 마포구 독막로9길,8,,1.14E+23,,서울특별시 마포구 독막로9길 8,121895,4048,,1,,126.9197272,37.54867858
Point (192964.25145949501893483 449834.47766731551382691),16141974,드림공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11440,마포구,1144065500,서강동,1144011500,상수동,1.14E+18,1,대지,318,5,서울특별시 마포구 상수동 318-5,1.14403E+11,서울특별시 마포구 독막로,61,,1.14E+23,,서울특별시 마포구 독막로 61,121829,4049,,2,,126.920382,37.54799978
Point (192714.88093163855955936 449962.82942420791368932),16766504,더부띠끄헤어,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,396,21,서울특별시 마포구 서교동 396-21,1.14404E+11,서울특별시 마포구 독막로3길,24,11,1.14E+23,,서울특별시 마포구 독막로3길 24-11,121840,4047,,,,126.9175588,37.54915429
Point (192950.66376683409907855 449984.33860678016208112),17091492,야키토리야,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,403,23,서울특별시 마포구 서교동 403-23,1.14404E+11,서울특별시 마포구 독막로9길,26,,1.14E+23,,서울특별시 마포구 독막로9길 26,121895,4048,,,,126.9202268,37.54934992
Point (193181.98511123613570817 449954.7980793085298501),25031243,코스니크,홍대지점,D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,화장품 및 방향제 소매업,11,서울특별시,11440,마포구,1144065500,서강동,1144011500,상수동,1.14E+18,1,대지,93,86,서울특별시 마포구 상수동 93-86,1.14403E+11,서울특별시 마포구 와우산로,51,,1.14E+23,,서울특별시 마포구 와우산로 51,121828,4049,,1,,126.9228448,37.5490855
Point (192559.58645943936426193 450084.18270073068561032),16959702,로위,합정점,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,394,44,서울특별시 마포구 서교동 394-44,1.14403E+11,서울특별시 마포구 양화로,64,,1.14E+23,서교제일빌딩,서울특별시 마포구 양화로 64,121893,4045,,,,126.9158002,37.55024644
Point (193120.08612345124129206 449851.13521094550378621),16292539,앤덥,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,11,서울특별시,11440,마포구,1144065500,서강동,1144011500,상수동,1.14E+18,1,대지,310,11,서울특별시 마포구 상수동 310-11,1.14403E+11,서울특별시 마포구 와우산로,39,21,1.14E+23,,서울특별시 마포구 와우산로 39-21,121829,4049,,2,,126.9221453,37.54815104
Point (192657.26216462784213945 450209.22600917582167313),24429814,하이킥즈,,D,소매,D06,가방/신발/액세서리,D06A01,신발소매,G47420,신발 소매업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,166,서울특별시 마포구 서교동 395-166,1.14403E+11,서울특별시 마포구 양화로,78,,1.14E+23,,서울특별시 마포구 양화로 78,121740,4043,,3,,126.9169043,37.55137386
Point (192426.04579702252522111 449946.75694017682690173),16962150,낭만아리랑,합정동지점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144068000,합정동,1144012200,합정동,1.14E+18,1,대지,414,3,서울특별시 마포구 합정동 414-3,1.14403E+11,서울특별시 마포구 독막로,5,,1.14E+23,,서울특별시 마포구 독막로 5,121883,4046,,,,126.9142904,37.54900715
Point (192880.17454332287888974 449841.58371653244830668),17211664,정가네정육식당직영점,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144068000,합정동,1144012200,합정동,1.14E+18,1,대지,410,2,서울특별시 마포구 합정동 410-2,1.14403E+11,서울특별시 마포구 독막로,55,,1.14E+23,,서울특별시 마포구 독막로 55,121883,4048,가,1,,126.9194305,37.54806316
Point (192491.16801963560283184 450029.45276464323978871),15901354,플라워투어,,D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,394,25,서울특별시 마포구 서교동 394-25,1.14403E+11,서울특별시 마포구 양화로,56,,1.14E+23,동양한강트레벨,서울특별시 마포구 양화로 56,121893,4045,,,619,126.9150265,37.54975277
Point (193135.29893262620316818 450113.30752140673575923),27481733,카페준,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,407,27,서울특별시 마포구 서교동 407-27,1.14403E+11,서울특별시 마포구 잔다리로,5,1,1.14E+23,,서울특별시 마포구 잔다리로 5-1,121895,4049,,3,,126.922315,37.55051332
Point (192965.81503098626853898 449969.49886762304231524),16092752,콜린,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,403,13,서울특별시 마포구 서교동 403-13,1.14403E+11,서울특별시 마포구 어울마당로,45,,1.14E+23,,서울특별시 마포구 어울마당로 45,121895,4048,,1,,126.9203984,37.54921633
Point (192702.79916662772302516 449970.70131323393434286),16596705,낮인더무드,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,396,54,서울특별시 마포구 서교동 396-54,1.14404E+11,서울특별시 마포구 독막로3길,24,9,1.14E+23,,서울특별시 마포구 독막로3길 24-9,121840,4047,,,,126.917422,37.54922512
Point (192630.5163274536607787 449902.93031607108423486),12081694,팜므J,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,11,서울특별시,11440,마포구,1144068000,합정동,1144012200,합정동,1.14E+18,1,대지,412,29,서울특별시 마포구 합정동 412-29,1.14404E+11,서울특별시 마포구 독막로3길,6,,1.14E+23,,서울특별시 마포구 독막로3길 6,121883,4047,,2,,126.9166047,37.54861393
Point (193181.43335020195809193 450100.79779516736743972),22498408,타카야,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,407,2,서울특별시 마포구 서교동 407-2,1.14403E+11,서울특별시 마포구 와우산로,65,,1.14E+23,,서울특별시 마포구 와우산로 65,121895,4049,,2,1,126.9228372,37.55040095
Point (192995.39053827011957765 449915.81225853727664798),16595772,열정떡볶이,홍대본점,Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,408,30,서울특별시 마포구 서교동 408-30,1.14403E+11,서울특별시 마포구 어울마당로,42,,1.14E+23,,서울특별시 마포구 어울마당로 42,121895,4049,,,,126.9207336,37.54873284
Point (192974.72128964713192545 450072.59814772423123941),16590931,옥탑방부엉이,,Q,음식,Q09,유흥주점,Q09A07,기타일반유흥주점,I56211,일반유흥 주점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,404,8,서울특별시 마포구 서교동 404-8,1.14404E+11,서울특별시 마포구 독막로9길,43,,1.14E+23,,서울특별시 마포구 독막로9길 43,121895,4048,,,,126.9204982,37.55014532
Point (192979.53483818625682034 450090.64962096593808383),16590930,393F,,Q,음식,Q09,유흥주점,Q09A07,기타일반유흥주점,I56211,일반유흥 주점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,405,11,서울특별시 마포구 서교동 405-11,1.14403E+11,서울특별시 마포구 어울마당로,55,8,1.14E+23,,서울특별시 마포구 어울마당로 55-8,121895,4048,,,,126.9205525,37.550308
Point (192888.44502613908844069 450098.68050608248449862),20883312,헤어펌,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,201,서울특별시 마포구 서교동 395-201,1.14404E+11,서울특별시 마포구 잔다리로3안길,32,,1.14E+23,,서울특별시 마포구 잔다리로3안길 32,121840,4043,,1,,126.9195216,37.55037966
Point (193159.37063936531194486 449824.55221246636938304),16293018,살루트헤어,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,11,서울특별시,11440,마포구,1144065500,서강동,1144011500,상수동,1.14E+18,1,대지,310,2,서울특별시 마포구 상수동 310-2,1.14403E+11,서울특별시 마포구 독막로,83,,1.14E+23,,서울특별시 마포구 독막로 83,121829,4049,,1,,126.9225901,37.54791182
Point (192781.35669012292055413 449918.53488109854515642),14080241,윤성공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,400,26,서울특별시 마포구 서교동 400-26,1.14404E+11,서울특별시 마포구 독막로5길,16,,1.14E+23,,서울특별시 마포구 독막로5길 16,121895,4047,,1,,126.9183115,37.54875572
Point (192814.47578168904874474 449906.88682945701293647),16333871,베이바이허슬기레몬점,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,400,10,서울특별시 마포구 서교동 400-10,1.14404E+11,서울특별시 마포구 독막로7길,15,,1.14E+23,엠제이빌딩,서울특별시 마포구 독막로7길 15,121895,4047,,1,,126.9186864,37.54865103
Point (192894.15719974122475833 449937.73624017427209765),17214604,포튼가먼트,합정점,D,소매,D05,의복의류,D05A08,맞춤양복/양복점,G47413,남녀용 정장 소매업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,401,19,서울특별시 마포구 서교동 401-19,1.14404E+11,서울특별시 마포구 독막로9길,11,,1.14E+23,,서울특별시 마포구 독막로9길 11,121895,4048,,1,,126.9195878,37.5489296
Point (192950.03364855807740241 450137.33732979145133868),16194558,간단하지만특별한화피디Cafe,브이엑스메이트,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,17,서울특별시 마포구 서교동 395-17,1.14403E+11,서울특별시 마포구 잔다리로,23,,1.14E+23,,서울특별시 마포구 잔다리로 23,121840,4043,,,,126.9202182,37.55072843
Point (192828.94798181668738835 449863.03959021327318624),17085094,달리,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144068000,합정동,1144012200,합정동,1.14E+18,1,대지,410,10,서울특별시 마포구 합정동 410-10,1.14404E+11,서울특별시 마포구 양화로6길,86,,1.14E+23,,서울특별시 마포구 양화로6길 86,121883,4048,,,,126.9188506,37.54825608
Point (193127.43414044688688591 450006.21940421301405877),16594455,지인,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,411,17,서울특별시 마포구 서교동 411-17,1.14404E+11,서울특별시 마포구 와우산로15길,19,,1.14E+23,,서울특별시 마포구 와우산로15길 19,121895,4049,,,,126.922227,37.5495484
Point (192842.0657516706851311 450134.18880588322645053),16754336,문라이트스튜디오,,D,소매,D18,사진/광학/정밀기기소매,D18A03,카메라판매,G47823,사진기 및 사진용품 소매업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,123,서울특별시 마포구 서교동 395-123,1.14404E+11,서울특별시 마포구 잔다리로3안길,46,,1.14E+23,,서울특별시 마포구 잔다리로3안길 46,121840,4043,,2,,126.9189964,37.55069923
Point (192695.02992312813876197 449948.61818391556153074),23139819,더헤어샵,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,396,27,서울특별시 마포구 서교동 396-27,1.14404E+11,서울특별시 마포구 독막로3길,24,10,1.14E+23,,서울특별시 마포구 독막로3길 24-10,121840,4047,,1,,126.9173343,37.54902609
Point (193075.55186838717781939 450088.67113677569432184),14365846,스앤샤,홍대본점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,407,18,서울특별시 마포구 서교동 407-18,1.14404E+11,서울특별시 마포구 와우산로17길,24,,1.14E+23,,서울특별시 마포구 와우산로17길 24,121895,4049,,2,,126.9216391,37.5502909
Point (193045.64262426903587766 449986.34846238564932719),17102989,크리스가든,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,408,17,서울특별시 마포구 서교동 408-17,1.14404E+11,서울특별시 마포구 와우산로17길,19,22,1.14E+23,,서울특별시 마포구 와우산로17길 19-22,121895,4049,,,,126.9213016,37.54936875
Point (192541.57327730726683512 449990.98772067582467571),20381297,에고ego,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,394,77,서울특별시 마포구 서교동 394-77,1.14404E+11,서울특별시 마포구 양화로8길,32,17,1.14E+23,,서울특별시 마포구 양화로8길 32-17,121893,4044,,1,,126.9155973,37.54940661
Point (192815.99929440001142211 449951.9044925172929652),16563505,시스템,인텍창호,D,소매,D07,가정/주방/인테리어,D07A14,지물판매,G47513,벽지 및 장판류 소매업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,400,16,서울특별시 마포구 서교동 400-16,1.14404E+11,서울특별시 마포구 어울마당로5길,25,10,1.14E+23,,서울특별시 마포구 어울마당로5길 25-10,121895,4047,,,,126.9187032,37.54905665
Point (192821.66111524190637283 450265.97705202200450003),17150954,동의명가누들샵,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,7,서울특별시 마포구 서교동 395-7,1.14404E+11,서울특별시 마포구 양화로12길,26,,1.14E+23,,서울특별시 마포구 양화로12길 26,121840,4043,,,,126.9187642,37.55188648
Point (192666.33307096720091067 450014.31511497683823109),16602314,네일플레이,,F,생활서비스,F01,이/미용/건강,F01A02,발/네일케어,S96119,기타미용업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,29,서울특별시 마포구 서교동 395-29,1.14404E+11,서울특별시 마포구 독막로3길,27,,1.14E+23,,서울특별시 마포구 독막로3길 27,121840,4044,,,,126.9170089,37.54961779
Point (192795.02088226939667948 450043.68538571195676923),15555387,김종운부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,398,5,서울특별시 마포구 서교동 398-5,1.14404E+11,서울특별시 마포구 어울마당로5길,42,,1.14E+23,상상하는사람,서울특별시 마포구 어울마당로5길 42,121840,4047,,,,126.9184649,37.54988343
Point (192918.84559521247865632 449966.99936257128138095),16376480,로드앤미,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,404,24,서울특별시 마포구 서교동 404-24,1.14404E+11,서울특별시 마포구 독막로9길,19,,1.14E+23,,서울특별시 마포구 독막로9길 19,121895,4048,,2,,126.9198669,37.54919345
Point (192725.64252033174852841 450172.95153570640832186),12462635,앤아트헤어디자인하우스,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,164,서울특별시 마포구 서교동 395-164,1.14403E+11,서울특별시 마포구 양화로,78,16,1.14E+23,,서울특별시 마포구 양화로 78-16,121840,4043,,,,126.9176785,37.55104757
Point (192675.8072684291691985 449875.41072893189266324),24363608,샤론농원,,D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,11,서울특별시,11440,마포구,1144068000,합정동,1144012200,합정동,1.14E+18,1,대지,412,22,서울특별시 마포구 합정동 412-22,1.14403E+11,서울특별시 마포구 독막로,33,,1.14E+23,,서울특별시 마포구 독막로 33,121883,4047,,1,,126.9171175,37.54836634
Point (192772.96073829123633914 450049.45040086819790304),16724877,서교주담,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,397,15,서울특별시 마포구 서교동 397-15,1.14404E+11,서울특별시 마포구 어울마당로5길,46,,1.14E+23,,서울특별시 마포구 어울마당로5길 46,121840,4047,,,,126.9182152,37.5499352
Point (192769.68497905862750486 449981.41311547311488539),20314377,이아모,,Q,음식,Q09,유흥주점,Q09A08,빠/카페/스탠드빠,I56211,일반유흥 주점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,399,12,서울특별시 마포구 서교동 399-12,1.14404E+11,서울특별시 마포구 양화로6길,57,20,1.14E+23,,서울특별시 마포구 양화로6길 57-20,121840,4047,,,,126.9181788,37.54932216
Point (192559.58645943936426193 450084.18270073068561032),11989448,드림에이치에스,,F,생활서비스,F02,세탁/가사서비스,F02A05,청소/소독,,,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,394,44,서울특별시 마포구 서교동 394-44,1.14403E+11,서울특별시 마포구 양화로,64,,1.14E+23,서교제일빌딩,서울특별시 마포구 양화로 64,121893,4045,,,,126.9158002,37.55024644
Point (192883.64810075948480517 450079.62906800344353542),23474728,커피미업,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,128,서울특별시 마포구 서교동 395-128,1.14404E+11,서울특별시 마포구 잔다리로3안길,31,,1.14E+23,,서울특별시 마포구 잔다리로3안길 31,121840,4043,,1,,126.9194675,37.55020797
Point (192426.04579702252522111 449946.75694017682690173),16636126,건어물달인맥주합정직영점,,D,소매,D01,음/식료품소매,D01A11,건어물상,G47213,수산물 소매업,11,서울특별시,11440,마포구,1144068000,합정동,1144012200,합정동,1.14E+18,1,대지,414,3,서울특별시 마포구 합정동 414-3,1.14403E+11,서울특별시 마포구 독막로,5,,1.14E+23,,서울특별시 마포구 독막로 5,121883,4046,,,,126.9142904,37.54900715
Point (193013.51372825042926706 449904.00451673293719068),17146490,우리엄마레시피,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,411,12,서울특별시 마포구 서교동 411-12,1.14404E+11,서울특별시 마포구 와우산로15길,49,,1.14E+23,,서울특별시 마포구 와우산로15길 49,121895,4049,,,,126.9209388,37.54862659
Point (193153.18581189174437895 450029.49453749397071078),16690276,비글떡볶이,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,411,5,서울특별시 마포구 서교동 411-5,1.14404E+11,서울특별시 마포구 와우산로15길,11,,1.14E+23,대원빌라,서울특별시 마포구 와우산로15길 11,121895,4049,,지,102,126.9225182,37.5497583
Point (192665.95298538281349465 450144.31581125647062436),16672905,최고당돈가스,합정역점,Q,음식,Q06,양식,Q06A02,돈가스전문점,I56114,서양식 음식점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1.14E+18,1,대지,395,43,서울특별시 마포구 서교동 395-43,1.14403E+11,서울특별시 마포구 양화로,72,,1.14E+23,,서울특별시 마포구 양화로 72,121840,4044,,1,130,126.9170033,37.55078909
